file_name,pred_eform,true_eform,material_id,e_hull,true_label,pred_label
mp-5547.cif,-3.2836537,-3.0149078,mp-5547,0.0003983200000066134,Stable,Stable
mp-569787.cif,-0.06617818,-0.103533454,mp-569787,0.0,Stable,Stable
mp-722262.cif,-2.6214247,-2.4951217,mp-722262,0.0,Stable,Stable
mp-1103082.cif,-0.40888244,-0.27345648,mp-1103082,0.0309605641666586,Stable,Stable
mp-777272.cif,-2.5505142,-2.4432101,mp-777272,0.06324272838888945,Stable,Stable
mp-780665.cif,-2.4685116,-2.3965094,mp-780665,0.09148726160156961,Stable,Stable
mp-1189409.cif,-0.8333106,-0.6099257,mp-1189409,0.14231309246527601,Stable,Stable
mp-622018.cif,-1.9495751,-1.8199804,mp-622018,0.0,Stable,Stable
mp-1226531.cif,-0.9562932,-0.72206336,mp-1226531,0.08390062499999296,Stable,Stable
mp-1212487.cif,-3.9732637,-3.5095952,mp-1212487,0.01294439160867178,Stable,Stable
mp-1202491.cif,-1.492671,-1.0238129,mp-1202491,0.5689560303571408,Stable,Stable
mp-1192801.cif,-1.2300096,-0.98081803,mp-1192801,0.7038134528846172,Stable,Stable
mp-1236349.cif,-2.699349,-2.4838436,mp-1236349,0.22986412641427556,Stable,Stable
mp-8874.cif,-3.1179428,-2.9723275,mp-8874,0.005259894880951244,Stable,Stable
mp-1226273.cif,-0.25676125,-0.24550584,mp-1226273,0.10674990729167,Stable,Stable
mp-781865.cif,-1.4429045,-1.111061,mp-781865,0.036000220076922496,Stable,Stable
mp-779303.cif,-2.582186,-2.484444,mp-779303,0.027800654734043917,Stable,Stable
mp-772223.cif,-2.3635187,-2.3105226,mp-772223,0.027317408124996945,Stable,Stable
mp-802705.cif,-2.2428794,-2.0109653,mp-802705,0.32254502454226675,Stable,Stable
mp-849622.cif,-2.254921,-2.2318265,mp-849622,0.0761021971428626,Stable,Stable
mp-8631.cif,-0.87535393,-0.5565932,mp-8631,0.0,Stable,Stable
mp-1078935.cif,-0.023754992,0.19497456,mp-1078935,0.21537653127604095,Unstable,Stable
mp-770280.cif,-2.6110184,-2.4897974,mp-770280,0.008981870789476432,Stable,Stable
mp-8891.cif,-3.210198,-2.981602,mp-8891,0.0,Stable,Stable
mp-1105426.cif,-0.40891844,-0.37764406,mp-1105426,0.03767828999999967,Stable,Stable
mp-1225353.cif,-0.48164368,-0.3553017,mp-1225353,0.02298431716666549,Stable,Stable
mp-721727.cif,-1.5410669,-1.512985,mp-721727,0.0086295122548945,Stable,Stable
mp-555447.cif,-3.2365665,-3.0945735,mp-555447,0.0,Stable,Stable
mp-571410.cif,-1.543639,-1.2929949,mp-571410,0.0,Stable,Stable
mp-759456.cif,-2.556344,-2.3261971,mp-759456,0.09260736026667082,Stable,Stable
mp-1106002.cif,-0.61545765,-0.43941864,mp-1106002,0.003865146818178289,Stable,Stable
mp-779307.cif,-2.5125742,-2.2076366,mp-779307,0.27811198354166944,Stable,Stable
mp-1031939.cif,-2.6637588,-2.537828,mp-1031939,0.525816162519094,Stable,Stable
mp-1206441.cif,-0.9385952,-0.87483156,mp-1206441,0.0,Stable,Stable
mp-1195799.cif,-2.4065886,-2.2586365,mp-1195799,0.025064175641022146,Stable,Stable
mp-766536.cif,-2.5648587,-2.4756806,mp-766536,0.03563328535715016,Stable,Stable
