file_name,pred_eform,true_eform,material_id,e_hull,true_label,pred_label
mp-1197697.cif,-1.83431875705719,-1.6636993885040283,mp-1197697,0.1196520407870354,Stable,Stable
mp-19754.cif,-0.663908839225769,-0.3406106829643249,mp-19754,0.0,Stable,Stable
mp-734582.cif,0.2991015017032623,0.6584704518318176,mp-734582,0.6584704326339281,Unstable,Unstable
mp-2625.cif,-0.6952956318855286,-0.290364533662796,mp-2625,0.0,Stable,Stable
mp-758625.cif,-1.7181742191314695,-1.684834361076355,mp-758625,0.0555021316319424,Stable,Stable
mp-1194767.cif,-0.2162205278873443,-0.1385551542043686,mp-1194767,0.14336785438803457,Stable,Stable
mp-571244.cif,-0.5757195353507996,-0.4327984154224396,mp-571244,0.0368676593225743,Stable,Stable
mp-1181996.cif,3.5687472820281982,2.6368207931518555,mp-1181996,2.6368207524999994,Unstable,Unstable
mp-1034591.cif,-2.8417179584503174,-2.5669140815734863,mp-1034591,0.4146890304687503,Stable,Stable
mp-1179666.cif,1.9553451538085935,1.196492314338684,mp-1179666,1.3996221928571408,Unstable,Unstable
mp-1203337.cif,0.4316989481449127,0.2627068161964416,mp-1203337,0.2627068034948987,Unstable,Unstable
mp-1202349.cif,-0.2700245082378387,-0.2903461754322052,mp-1202349,0.12795089762499678,Stable,Stable
mp-1218639.cif,-2.832770109176636,-2.59928297996521,mp-1218639,0.0,Stable,Stable
mp-1200004.cif,-2.7122342586517334,-2.52616286277771,mp-1200004,0.03634851494212654,Stable,Stable
mp-739866.cif,1.174953579902649,1.5201202630996704,mp-739866,1.932321686979165,Unstable,Unstable
mp-1219568.cif,-1.0393571853637695,-1.2357341051101685,mp-1219568,0.08676629437500072,Stable,Stable
mp-1180486.cif,-0.1943193227052688,-0.1839770525693893,mp-1180486,0.9833417850189363,Stable,Stable
mp-1032503.cif,-2.3698999881744385,-2.230055809020996,mp-1032503,0.46421141421875145,Stable,Stable
mp-652326.cif,-1.0226423740386963,-0.5700196623802185,mp-652326,0.6645502807608663,Stable,Stable
