material_raw,true_eform,pred_eform,material_id,e_hull,true_label,pred_label
mp-1181058,1.1641247272491455,1.186401128768921,mp-1181058,1.4698050560144962,Unstable,Unstable
mp-1216011,-0.1987543255090713,-0.1887879371643066,mp-1216011,0.12556332785714552,Stable,Stable
mp-989627,-0.5844531655311584,-0.5684599876403809,mp-989627,0.0,Stable,Stable
mp-1247468,-0.580650806427002,-0.5560810565948486,mp-1247468,0.20454873912499938,Stable,Stable
mp-1017577,-1.0985180139541626,-1.027221441268921,mp-1017577,0.0,Stable,Stable
mp-610992,0.0688901990652084,0.147179365158081,mp-610992,0.23827584525510037,Unstable,Unstable
mp-557537,-0.7510933876037598,-0.7055283188819885,mp-557537,0.10429983140528076,Stable,Stable
mp-1246963,-0.9753748774528505,-1.0775432586669922,mp-1246963,0.24388778488888896,Stable,Stable
mp-28202,-1.3763610124588013,-1.4347645044326782,mp-28202,0.0,Stable,Stable
mp-1247510,0.33853679895401,0.2971360683441162,mp-1247510,0.4076725443681326,Unstable,Unstable
mp-739866,1.5201202630996704,1.4027612209320068,mp-739866,1.932321686979165,Unstable,Unstable
mp-1200969,-2.025612592697144,-1.9979068040847776,mp-1200969,0.0,Stable,Stable
mp-1194181,-0.8228248953819275,-0.9129813313484192,mp-1194181,0.0094726375000036,Stable,Stable
mp-1190987,-0.2289833426475525,-0.1794335842132568,mp-1190987,0.5306013453030287,Stable,Stable
mp-1237814,-0.981801211833954,-0.990638792514801,mp-1237814,1.2204737640000038,Stable,Stable
mp-1246960,-1.159891963005066,-1.2088909149169922,mp-1246960,0.1548830966666621,Stable,Stable
mp-680180,-0.2839745879173279,-0.2314006090164184,mp-680180,0.07126285582031322,Stable,Stable
mp-760007,-3.106226682662964,-3.103767871856689,mp-760007,0.06164012906249994,Stable,Stable
mp-643432,-0.345091700553894,-0.2456340789794922,mp-643432,0.0038271875000006617,Stable,Stable
mp-1218874,-0.7355192303657532,-0.70878666639328,mp-1218874,0.0,Stable,Stable
mp-1205168,-1.115309476852417,-1.111961007118225,mp-1205168,0.00960361797619047,Stable,Stable
mp-731726,0.3285811245441437,0.345691442489624,mp-731726,1.4596275493589772,Unstable,Unstable
mp-989641,-0.5874646306037903,-0.4208039045333862,mp-989641,0.024898527000008386,Stable,Stable
mp-1014379,-0.5342777371406555,-0.6121375560760498,mp-1014379,0.10788240642856906,Stable,Stable
mp-1247493,-0.2516596913337707,-0.1804263591766357,mp-1247493,0.07362110664800614,Stable,Stable
mp-1210403,-1.3015539646148682,-1.54428231716156,mp-1210403,0.7626097727678545,Stable,Stable
mp-1233552,-0.8079392313957214,-0.6684989929199219,mp-1233552,0.07101376168103446,Stable,Stable
mp-1181831,-0.7167003154754639,-0.409801721572876,mp-1181831,0.3794874209930885,Stable,Stable
mp-1226927,-1.1276568174362185,-1.147895336151123,mp-1226927,0.03645349819444377,Stable,Stable
mp-1104571,-1.097209095954895,-1.0002000331878662,mp-1104571,0.10392535866667085,Stable,Stable
mp-1247506,0.0711882710456848,0.0500786304473876,mp-1247506,0.27284861850000297,Unstable,Unstable
mp-1245846,-0.6201799511909485,-0.7193117141723633,mp-1245846,0.3567972453703687,Stable,Stable
mp-1219906,1.2400600910186768,1.2603187561035156,mp-1219906,1.4792437820454536,Unstable,Unstable
mp-1192120,-0.6732664108276367,-0.678068995475769,mp-1192120,1.807145392380951,Stable,Stable
mp-1245920,-0.0067994385026395,0.0747618675231933,mp-1245920,0.20265243156249824,Stable,Unstable
mp-1246728,-0.0736299380660057,0.172128677368164,mp-1246728,0.29165911760416563,Stable,Unstable
mp-569078,-0.2455125451087951,-0.1284488439559936,mp-569078,0.11369103147822024,Stable,Stable
mp-1190169,0.1162085980176925,0.1321159601211547,mp-1190169,0.2986771235227277,Unstable,Unstable
mp-1196610,0.710246205329895,0.549870491027832,mp-1196610,0.9328347897222233,Unstable,Unstable
mp-1078956,2.287606000900269,2.3109192848205566,mp-1078956,2.88502332920139,Unstable,Unstable
mp-20374,-2.497832775115967,-2.471930742263794,mp-20374,0.0,Stable,Stable
mp-1223372,-1.295902132987976,-1.1411656141281128,mp-1223372,0.09060177535713887,Stable,Stable
mp-1246017,-0.3763647079467773,-0.3358066082000732,mp-1246017,0.18741297499999998,Stable,Stable
mp-623837,0.5109180808067322,0.3797647953033447,mp-623837,0.5109181082142857,Unstable,Unstable
mp-1222900,-3.0629169940948486,-3.0648927688598637,mp-1222900,0.1255613331874983,Stable,Stable
mp-1246427,-1.2549688816070557,-1.299238920211792,mp-1246427,0.19312234305555442,Stable,Stable
mp-570568,-0.9381617903709412,-1.0072158575057983,mp-570568,0.0,Stable,Stable
mp-752580,-1.256175518035889,-1.2232142686843872,mp-752580,0.01165747026041597,Stable,Stable
mp-1233956,-2.305071353912353,-2.498887300491333,mp-1233956,0.3311145717857098,Stable,Stable
mp-672348,-0.1491709947586059,-0.0695027112960815,mp-672348,0.11729980009722496,Stable,Stable
mp-754629,-0.36194908618927,-0.2976551055908203,mp-754629,0.10247169111110921,Stable,Stable
mp-1246936,-1.212035059928894,-1.2315304279327393,mp-1246936,0.10273991854166198,Stable,Stable
mp-1245964,-0.7749544978141785,-0.7083131670951843,mp-1245964,0.06102915478106219,Stable,Stable
mp-1246119,0.1893247961997985,0.3453812599182129,mp-1246119,0.18932479937499913,Unstable,Unstable
mp-1245755,-0.1198678463697433,-0.0124403238296508,mp-1245755,0.3827514909814811,Stable,Stable
mp-1029504,-0.932142436504364,-0.8239304423332214,mp-1029504,0.0,Stable,Stable
mp-28969,-2.3641610145568848,-2.4563522338867188,mp-28969,0.0,Stable,Stable
mp-1190109,-1.3785276412963867,-1.3977457284927368,mp-1190109,0.04361100300000054,Stable,Stable
mp-1205986,0.1591411530971527,-0.0331200361251831,mp-1205986,0.159141146562499,Unstable,Stable
mp-1227833,-0.6108217835426331,-0.540996789932251,mp-1227833,0.6066584381018583,Stable,Stable
mp-759288,-1.0974375009536743,-1.019934892654419,mp-759288,0.12468587733333258,Stable,Stable
mp-1208258,-0.327398806810379,-0.3088535070419311,mp-1208258,1.2155652561666637,Stable,Stable
mp-1192074,-0.7056724429130554,-0.4486004114151001,mp-1192074,0.5659116815909098,Stable,Stable
mp-722290,-0.8784950375556946,-0.9808388352394104,mp-722290,0.6284224128869047,Stable,Stable
mp-2032711,-0.5721644163131714,-0.3504689931869507,mp-2032711,0.0,Stable,Stable
mp-1245951,-1.2242873907089231,-1.0994563102722168,mp-1245951,0.32055306833333397,Stable,Stable
mp-1232897,-0.6722666025161743,-0.6724931001663208,mp-1232897,0.07692022500000029,Stable,Stable
mp-697666,-1.0042904615402222,-0.8559625148773193,mp-697666,0.13803747871457617,Stable,Stable
mp-1029368,-1.1171927452087402,-1.1480194330215454,mp-1029368,0.0,Stable,Stable
mp-1019895,-2.8122236728668213,-2.812047481536865,mp-1019895,0.11475071550925797,Stable,Stable
mp-776314,-2.332184314727783,-2.4240880012512207,mp-776314,0.1318653537500012,Stable,Stable
mp-1246442,-0.9325492978096008,-0.9559342861175536,mp-1246442,0.0782344471428571,Stable,Stable
mp-676,-0.2333580255508422,0.039799690246582,mp-676,0.04061298999999963,Stable,Unstable
mp-626542,-0.0753171071410179,0.6528341770172119,mp-626542,0.8769928056666663,Stable,Unstable
mp-669471,-0.1961054652929306,-0.0573683977127075,mp-669471,0.2633265552272732,Stable,Stable
mp-1245069,0.0104100694879889,0.2962274551391601,mp-1245069,0.6804594765000012,Unstable,Unstable
mp-1064119,1.135708928108215,1.2030808925628662,mp-1064119,1.4636171173333334,Unstable,Unstable
mp-1104300,0.3020294606685638,0.3327350616455078,mp-1104300,1.3742801975000019,Unstable,Unstable
mp-1245410,-0.6971487998962402,-0.7043114900588989,mp-1245410,0.04628759852419151,Stable,Stable
mp-643754,-0.5216136574745178,-0.337138295173645,mp-643754,0.14042582124999914,Stable,Stable
mp-6574,-2.511802911758423,-2.479786157608032,mp-6574,0.0,Stable,Stable
mp-778905,-3.0549445152282715,-3.108396291732788,mp-778905,0.08159002404255133,Stable,Stable
mp-1976674,-1.257678508758545,-1.292466402053833,mp-1976674,0.0,Stable,Stable
