material_raw,true_eform,pred_eform,material_id,e_hull,true_label,pred_label
mp-850713,-1.7592421770095823,-1.7940146923065186,mp-850713,0.024990096562500064,Stable,Stable
mp-648157,-0.953000783920288,-0.8399425745010376,mp-648157,0.22614811233333398,Stable,Stable
mp-1209399,-0.3520223498344421,-0.2922197580337524,mp-1209399,0.0063119252777763535,Stable,Stable
mp-653887,-0.7940822839736938,-0.6061109304428101,mp-653887,0.4224307824999949,Stable,Stable
mp-1026448,0.2892439365386963,0.3872671127319336,mp-1026448,0.3019609981250002,Unstable,Unstable
mp-1196308,0.4036571085453033,0.1947913169860839,mp-1196308,1.0556566523165758,Unstable,Unstable
mp-1202054,-0.0658117979764938,0.0605462789535522,mp-1202054,0.12879806138297578,Stable,Unstable
mp-568422,-0.0365255028009414,-0.0091667175292968,mp-568422,0.21664995795138964,Stable,Stable
mp-1191793,-2.4425785541534424,-2.338947534561157,mp-1191793,0.06645556833333366,Stable,Stable
mp-571432,-1.550940752029419,-1.4823601245880127,mp-571432,0.0,Stable,Stable
mp-20350,-0.3020772635936737,-0.2739460468292236,mp-20350,0.0,Stable,Stable
mp-1196543,-0.0687897652387619,0.4826822280883789,mp-1196543,0.06458550269880359,Stable,Unstable
mp-1095701,-2.7871310710906982,-2.8070125579833984,mp-1095701,0.16265481429687512,Stable,Stable
mp-757965,-1.9711313247680664,-2.011991500854492,mp-757965,0.05021205500000292,Stable,Stable
mp-567885,0.1475561112165451,0.1319955587387085,mp-567885,0.1475561110714274,Unstable,Unstable
mp-1181157,-1.3492802381515503,-1.4499491453170776,mp-1181157,0.7347335479901975,Stable,Stable
mp-567262,0.154869943857193,0.1913154125213623,mp-567262,0.1548699364583328,Unstable,Unstable
mp-1033792,-2.6455681324005127,-2.686305522918701,mp-1033792,0.2534611770703119,Stable,Stable
mp-1103294,-0.1111340820789337,-0.2084690332412719,mp-1103294,0.6408016891666675,Stable,Stable
mp-1217920,-1.225130915641785,-1.260016679763794,mp-1217920,0.07593299999999914,Stable,Stable
mp-28913,-2.0112881660461426,-1.6920034885406494,mp-28913,0.0,Stable,Stable
mp-1226352,-0.1731317639350891,0.1092727184295654,mp-1226352,0.0,Stable,Unstable
mp-1021328,-0.2555634081363678,-0.0567069053649902,mp-1021328,0.0,Stable,Stable
mp-621953,-1.0163718461990356,-0.994858980178833,mp-621953,0.1678445914027833,Stable,Stable
mp-571330,-0.2824417650699615,-0.2266180515289306,mp-571330,0.026321534000004476,Stable,Stable
mp-1209218,-0.5184271335601807,-0.4886467456817627,mp-1209218,1.2350287560882336,Stable,Stable
mp-1200504,-1.3761922121047974,-1.2976877689361572,mp-1200504,0.17455137584677516,Stable,Stable
mp-648805,-0.9044218063354492,-0.8915984630584717,mp-648805,0.2139665360326095,Stable,Stable
mp-1217933,-0.8779190182685852,-0.958250105381012,mp-1217933,0.08425562760416483,Stable,Stable
mp-1206141,-0.4605772793292999,-0.5385277271270752,mp-1206141,0.0,Stable,Stable
mp-1225512,-0.1850392967462539,-0.2990944385528564,mp-1225512,0.06675933560416336,Stable,Stable
mp-1038482,-2.8252532482147217,-2.8689403533935547,mp-1038482,0.1649559041210935,Stable,Stable
mp-1202759,-2.5527572631835938,-2.6512184143066406,mp-1202759,0.07448440981481674,Stable,Stable
mp-1197136,-0.3894823491573334,-0.3697513341903686,mp-1197136,0.021577894393939978,Stable,Stable
mp-2367,-0.3309616446495056,-0.328863263130188,mp-2367,0.0,Stable,Stable
mp-568498,-0.933420181274414,-0.8917089700698853,mp-568498,0.0,Stable,Stable
mp-1209042,-0.9016360640525818,-0.9050000309944152,mp-1209042,0.14315317791184246,Stable,Stable
mp-1103814,-0.5064214468002319,-0.5077046155929565,mp-1103814,0.04884381037946106,Stable,Stable
mp-1247167,0.3521982729434967,0.302598237991333,mp-1247167,0.35219828055555524,Unstable,Unstable
mp-1217822,-0.5460118651390076,-0.5050523281097412,mp-1217822,0.07491811121527903,Stable,Stable
mp-1552,-0.139049619436264,-0.0027772188186645,mp-1552,0.0,Stable,Stable
mp-979413,1.2538963556289673,0.7875964641571045,mp-979413,1.330666737499996,Unstable,Unstable
mp-1173626,-3.0649659633636475,-3.1558215618133545,mp-1173626,0.0,Stable,Stable
mp-696396,-1.8496531248092647,-1.8590428829193115,mp-696396,0.0,Stable,Stable
mp-1178946,-0.4384539425373077,-0.3185266256332397,mp-1178946,0.0,Stable,Stable
mp-1181679,1.009392261505127,0.8420543670654297,mp-1181679,1.361481445660715,Unstable,Unstable
mp-1235617,-2.306542158126831,-2.5136032104492188,mp-1235617,0.23696123590909224,Stable,Stable
mp-1205624,-0.4720322489738464,-0.4742562770843506,mp-1205624,0.0,Stable,Stable
mp-1009071,1.4549496173858645,0.9956512451171876,mp-1009071,1.4549496716666646,Unstable,Unstable
mp-569275,-0.3020251989364624,-0.2462239265441894,mp-569275,0.0,Stable,Stable
mp-47,0.1394772231578827,0.1792883872985839,mp-47,0.13947721750000142,Unstable,Unstable
mp-2958,-0.5456053018569946,-0.5036168098449707,mp-2958,0.0,Stable,Stable
mp-752765,-1.9983950853347776,-1.9721949100494385,mp-752765,0.08530879105262734,Stable,Stable
mp-1245761,0.5009861588478088,-0.349014401435852,mp-1245761,0.9722843092272715,Unstable,Stable
mp-1001606,-0.284732848405838,-0.277090311050415,mp-1001606,0.0,Stable,Stable
mp-3802,-0.6390506029129028,-0.616085410118103,mp-3802,0.001788114999989432,Stable,Stable
mp-1216537,-0.8328853249549866,-0.8177884817123413,mp-1216537,0.13457831121527875,Stable,Stable
mp-696210,-0.3856025040149688,-0.1479114294052124,mp-696210,0.2964991702777757,Stable,Stable
mp-1033178,-1.9691768884658811,-1.852392673492432,mp-1033178,0.6929009356249995,Stable,Stable
mp-1203749,-0.0864921063184738,0.0905885696411132,mp-1203749,0.13208579812499988,Stable,Unstable
mp-1182559,-0.875221312046051,-0.9215114712715148,mp-1182559,0.6995421398333344,Stable,Stable
mp-1026540,0.1744693368673324,0.2570412158966064,mp-1026540,0.19791709937500013,Unstable,Unstable
mp-638137,0.295762300491333,0.3008942604064941,mp-638137,0.45309562338541554,Unstable,Unstable
mp-30051,-1.0671014785766602,-1.1360387802124023,mp-30051,0.06382549501016754,Stable,Stable
