id,true_eform,pred_eform,error,material_id,e_hull,true_label,pred_label
mp-768856,-2.55230974297619,-2.5348827838897705,0.0174269590864195,mp-768856,0.10369349773807723,Stable,Stable
mp-6075,-3.03236290967593,-3.0307741165161133,0.0015887931598168,mp-6075,0.0,Stable,Stable
mp-1208003,-0.602067534318184,-0.579833447933197,0.022234086384987,mp-1208003,0.0,Stable,Stable
mp-1195627,-2.30254697739362,-2.3102619647979736,-0.0077149874043538,mp-1195627,0.005051400274810547,Stable,Stable
mp-1182666,-1.52361005503788,-1.5722001791000366,-0.0485901240621566,mp-1182666,0.3391005365151649,Stable,Stable
mp-766516,-2.38418280248221,-2.3708596229553223,0.0133231795268877,mp-766516,0.09666320312187349,Stable,Stable
mp-768705,-2.13770953074074,-2.220548152923584,-0.0828386221828441,mp-768705,0.14458802784722025,Stable,Stable
mp-1026709,0.161189277942714,0.1757084280252456,0.0145191500825316,mp-1026709,0.21859599286458398,Unstable,Unstable
mp-23225,-0.927507426041666,-0.7811151742935181,0.1463922517481479,mp-23225,0.0,Stable,Stable
mp-558358,-2.97092170455882,-2.9731359481811523,-0.0022142436223324,mp-558358,0.0,Stable,Stable
mp-8109,-2.98255163597222,-2.99271297454834,-0.0101613385761196,mp-8109,0.0,Stable,Stable
mp-1221215,-0.231925502857141,-0.3749579191207886,-0.1430324162636475,mp-1221215,0.015840798500001085,Stable,Stable
mp-1103146,-1.12448058729167,-1.0152723789215088,0.1092082083701613,mp-1103146,0.0,Stable,Stable
mp-32715,-0.670942542317072,-0.6753743886947632,-0.0044318463776912,mp-32715,0.016485291219513698,Stable,Stable
mp-1212324,-0.498541333589741,-0.5256791114807129,-0.0271377778909718,mp-1212324,0.0,Stable,Stable
mp-776580,-2.44424436007663,-2.441633939743042,0.0026104203335881,mp-776580,0.06220841216666706,Stable,Stable
mp-3615,-3.16329933,-3.1755847930908203,-0.0122854630908202,mp-3615,0.011970126687499416,Stable,Stable
mp-10137,-0.538875150833334,-0.3438251614570617,0.1950499893762722,mp-10137,0.0,Stable,Stable
mp-1223830,-0.786327714351849,-0.8296186327934265,-0.0432909184415775,mp-1223830,0.0,Stable,Stable
mp-863007,-1.24348439327632,-1.1802496910095217,0.0632347022667985,mp-863007,0.43406940281882456,Stable,Stable
mp-1199066,-3.16686707079365,-3.192425012588501,-0.025557941794851,mp-1199066,0.015571090714290747,Stable,Stable
mp-1222740,-0.238645246944444,-0.2423134446144104,-0.0036681976699664,mp-1222740,0.012541257583336574,Stable,Stable
mp-1195626,-2.72994762870371,-2.7362680435180664,-0.0063204148143563,mp-1195626,0.0,Stable,Stable
mp-541883,-0.426573042685184,-0.4315844774246216,-0.0050114347394376,mp-541883,0.010363827222223954,Stable,Stable
mp-557110,-3.38203812958333,-3.3956961631774902,-0.0136580335941602,mp-557110,0.0,Stable,Stable
mp-1191902,-0.588980947222227,-0.5910096168518066,-0.0020286696295795,mp-1191902,0.0,Stable,Stable
mp-1097959,-1.24964113505953,-1.2676997184753418,-0.0180585834158117,mp-1097959,0.0,Stable,Stable
mp-1225103,-0.632604327941177,-0.6321297287940979,0.0004745991470791,mp-1225103,0.0,Stable,Stable
mp-1104249,-2.79993700214286,-2.869415760040283,-0.0694787578974232,mp-1104249,0.1616334438190501,Stable,Stable
mp-28786,-0.350874656000002,-0.1974402368068695,0.1534344191931325,mp-28786,0.0,Stable,Stable
