id,true_eform,pred_eform,error,material_id,e_hull,true_label,pred_label
mp-568363,0.008253912499998,0.0180539414286613,0.0098000289286633,mp-568363,0.008253912499998961,Unstable,Unstable
mp-1213058,-0.095743314310345,-0.0922462940216064,0.0034970202887385,mp-1213058,0.009958241134928159,Stable,Stable
mp-1219306,0.643749876723683,0.301015555858612,-0.3427343208650709,mp-1219306,0.8732097103750007,Unstable,Unstable
mp-1180466,0.283993653373016,0.6776531934738159,0.3936595401007999,mp-1180466,1.130428160401233,Unstable,Unstable
mp-22413,0.541687693333332,0.6450105905532837,0.1033228972199516,mp-22413,0.5835204170000017,Unstable,Unstable
mp-1245492,0.218808658228449,0.0803975984454155,-0.1384110597830335,mp-1245492,0.34945369200000087,Unstable,Unstable
mp-1216139,-1.0345759175,-1.0327640771865845,0.0018118403134155,mp-1216139,0.09839289374999982,Stable,Stable
mp-1196187,-1.0755296015625,-1.0710699558258057,0.0044596457366943,mp-1196187,0.12638415285156146,Stable,Stable
mp-1226378,-0.036045381666667,-0.0686260983347892,-0.0325807166681222,mp-1226378,0.06254013708333694,Stable,Stable
mp-571589,0.518952600000001,0.0187179595232009,-0.5002346404768,mp-571589,0.6580022166666666,Unstable,Unstable
mp-758039,-1.70961527807018,-1.7037475109100342,0.0058677671601459,mp-758039,0.08113834407895215,Stable,Stable
mp-995285,0.252595421249999,0.244813323020935,-0.0077820982290639,mp-995285,0.3146975394965299,Unstable,Unstable
mp-1079380,0.333376974062501,0.0569568946957588,-0.2764200793667422,mp-1079380,0.3333769740625012,Unstable,Unstable
mp-614311,-0.665828705538793,-0.6044713258743286,0.0613573796644644,mp-614311,0.0,Stable,Stable
mp-1220737,-1.68986055640804,-1.6730318069458008,0.0168287494622392,mp-1220737,0.02023345524305853,Stable,Stable
mp-1205395,-2.558900798,-2.5203559398651123,0.0385448581348875,mp-1205395,0.003504170000002027,Stable,Stable
mp-1210863,0.236053628620689,-0.0302450582385063,-0.2662986868591953,mp-1210863,1.6225288798076924,Unstable,Stable
mp-1017356,0.349245378749999,0.3576704859733581,0.0084251072233591,mp-1017356,0.3999262763421054,Unstable,Unstable
mp-997182,0.014401535000001,0.0140817090868949,-0.000319825913106,mp-997182,0.014401535000001076,Unstable,Unstable
mp-1217107,-1.71588578661458,-1.712383508682251,0.003502277932329,mp-1217107,0.0019528412499987269,Stable,Stable
mp-1068985,0.461389255750003,-0.08348198980093,-0.544871245550933,mp-1068985,1.2911556179999994,Unstable,Stable
mp-1030964,-2.08716564639062,-2.227532148361206,-0.1403665019705862,mp-1030964,0.6834052729296873,Stable,Stable
mp-1199796,-2.49989322694444,-2.593250274658203,-0.0933570477137633,mp-1199796,0.00755669555555194,Stable,Stable
mp-729935,-0.355186661,-0.288183718919754,0.0670029420802459,mp-729935,0.5308846290625011,Stable,Stable
mp-567077,-0.589077448055557,-0.5798001289367676,0.0092773191187893,mp-567077,0.0,Stable,Stable
mp-569686,-1.19534589875,-1.1846715211868286,0.0106743775631714,mp-569686,0.0,Stable,Stable
mp-1201399,-2.51490934916667,-2.540632963180542,-0.0257236140138719,mp-1201399,0.0,Stable,Stable
mp-753812,-1.84999015952381,-1.864957451820373,-0.0149672922965635,mp-753812,0.039377326408729374,Stable,Stable
mp-1202876,-1.4443361265,-1.4642106294631958,-0.0198745029631957,mp-1202876,0.02688312724999875,Stable,Stable
mp-1022489,0.514922520624999,0.4298330545425415,-0.0850894660824574,mp-1022489,0.7156422562500002,Unstable,Unstable
mp-1204050,1.25661933356944,1.1988844871520996,-0.0577348464173403,mp-1204050,1.5120752293749984,Unstable,Unstable
mp-1376593,-0.210386102727273,-0.2088923156261444,0.0014937871011286,mp-1376593,0.3034244402272712,Stable,Stable
mp-611426,0.12258669875,0.1260427236557006,0.0034560249057006,mp-611426,0.12258669875000017,Unstable,Unstable
mp-29896,-0.4909917725,-0.5500076413154602,-0.0590158688154602,mp-29896,0.0,Stable,Stable
mp-1199063,-0.274081882939849,-0.2771776020526886,-0.0030957191128396,mp-1199063,0.03186745960714177,Stable,Stable
mp-9530,-0.258570687045455,-0.2732537090778351,-0.01468302203238,mp-9530,0.004164988636363276,Stable,Stable
mp-1026551,0.322764093984379,0.3443919420242309,0.0216278480398519,mp-1026551,0.3479059354687495,Unstable,Unstable
mp-1224869,-0.338883196666661,-0.2831065654754638,0.0557766311911971,mp-1224869,0.0,Stable,Stable
mp-15856,-0.50251371933333,-0.5196484923362732,-0.0171347730029431,mp-15856,0.0,Stable,Stable
mp-1192194,-0.389610581199999,-0.3755877017974853,0.0140228794025136,mp-1192194,0.06780471507499897,Stable,Stable
mp-1199826,0.733077601153844,0.8820001482963562,0.1489225471425121,mp-1199826,1.1424765396153838,Unstable,Unstable
mp-20180,-0.057280646758621,0.0375334471464157,0.0948140939050367,mp-20180,0.039028682739129295,Stable,Unstable
mp-657985,-2.0671005459375,-2.0378310680389404,0.0292694778985596,mp-657985,0.05809602614581788,Stable,Stable
mp-1220656,-0.033754415269607,-0.0278512984514236,0.0059031168181833,mp-1220656,0.0028235511948526693,Stable,Stable
mp-1208136,-1.26020824116071,-1.2453973293304443,0.0148109118302657,mp-1208136,0.17652819571428235,Stable,Stable
mp-1087542,-0.113191747499998,-0.2026434242725372,-0.0894516767725392,mp-1087542,0.033581020833331365,Stable,Stable
mp-1215182,-0.926014017916665,-0.938313901424408,-0.0122998835077429,mp-1215182,0.06348851749999973,Stable,Stable
mp-1077787,0.298844184166666,-0.0443530529737472,-0.3431972371404133,mp-1077787,0.9881333118749986,Unstable,Stable
mp-1196291,-0.102498621477987,-0.0993083268404007,0.0031902946375862,mp-1196291,0.11187220761719274,Stable,Stable
mp-1197162,-0.729794180140087,-0.732133150100708,-0.0023389699606209,mp-1197162,0.6155020877083288,Stable,Stable
mp-1212788,0.148129514285714,0.2382008135318756,0.0900712992461616,mp-1212788,0.19455152380952434,Unstable,Unstable
mp-21854,1.60748746783333,1.2400712966918943,-0.3674161711414354,mp-21854,1.8307085463333337,Unstable,Unstable
mp-27727,-1.049738864375,-0.7580168843269348,0.2917219800480652,mp-27727,0.3216681039062488,Stable,Stable
mp-1207385,-0.407802098854168,-0.3885667622089386,0.0192353366452294,mp-1207385,0.02056386350693984,Stable,Stable
mp-1196720,-1.56898525725,-1.559390425682068,0.0095948315679321,mp-1196720,0.26523557306818546,Stable,Stable
mp-1026416,0.297977955937499,0.312039852142334,0.014061896204835,mp-1026416,0.3258945089062495,Unstable,Unstable
mp-16296,-0.393167401100001,-0.2209731340408325,0.1721942670591684,mp-16296,0.11261375116666628,Stable,Stable
mp-1195874,-0.8584272253125,-0.5576325058937073,0.3007947194187927,mp-1195874,0.6678419465625032,Stable,Stable
mp-1018050,-0.001850867499999,0.0307852923870086,0.0326361598870076,mp-1018050,0.08030430958333135,Stable,Unstable
mp-758060,-1.64499968113636,-1.6602821350097656,-0.0152824538734055,mp-758060,0.09570912568181988,Stable,Stable
mp-10040,0.163335222500012,0.2543814778327942,0.0910462553327821,mp-10040,0.7658357209999949,Unstable,Unstable
mp-1192699,-0.249751427261905,-0.2114176452159881,0.0383337820459168,mp-1192699,0.16408947285714248,Stable,Stable
mp-759318,-1.46610366717391,-1.477137327194214,-0.0110336600203038,mp-759318,0.05045650934782486,Stable,Stable
mp-1196585,-0.850618116043105,-0.8298540115356445,0.0207641045074604,mp-1196585,0.6015509553749929,Stable,Stable
mp-1219344,-0.020052744512195,-0.009768471121788,0.0102842733904069,mp-1219344,0.021925215224404937,Stable,Stable
mp-672681,-0.129359108333332,-0.0141057893633842,0.1152533189699477,mp-672681,0.2145130076666737,Stable,Stable
mp-558579,-1.17890343691667,-1.1466655731201172,0.0322378637965528,mp-558579,0.10059687825000285,Stable,Stable
mp-1018048,-0.252704191249999,-0.2793378829956054,-0.0266336917456064,mp-1018048,0.0,Stable,Stable
mp-733600,-0.158065037033898,-0.131601795554161,0.0264632414797369,mp-733600,0.15044060742937848,Stable,Stable
mp-680189,-1.00670133173611,-1.0087594985961914,-0.0020581668600814,mp-680189,0.0,Stable,Stable
mp-15706,-0.560541889687501,-0.5458385348320007,0.0147033548555002,mp-15706,0.0014994678124997662,Stable,Stable
mp-561703,-0.624214645,-0.7683568596839905,-0.1441422146839904,mp-561703,0.3001616656249997,Stable,Stable
mp-1216754,-0.736037945833335,-0.6065062284469604,0.1295317173863746,mp-1216754,0.10686556729166519,Stable,Stable
mp-1222300,-0.109999354642858,-0.1121174395084381,-0.0021180848655801,mp-1222300,0.042873976071424735,Stable,Stable
mp-623924,-0.860290159827586,-0.875157356262207,-0.0148671964346209,mp-623924,0.5709411519791656,Stable,Stable
mp-1176814,-1.55120739372549,-1.540126919746399,0.011080473979091,mp-1176814,0.10568660235294036,Stable,Stable
mp-1295192,-1.98423306587644,-1.9904234409332275,-0.0061903750567875,mp-1295192,0.0,Stable,Stable
mp-1182728,-1.51291915869047,-1.6987642049789429,-0.1858450462884728,mp-1182728,0.7821617039583328,Stable,Stable
mp-1096984,-0.711557372499999,-0.6997522115707397,0.0118051609292592,mp-1096984,0.3379448724999996,Stable,Stable
mp-9514,-0.055014741,-0.1897354423999786,-0.1347207013999786,mp-9514,0.008182127500001357,Stable,Stable
mp-866659,-0.144566281155661,-0.1641584038734436,-0.0195921227177826,mp-866659,0.06036664275943249,Stable,Stable
mp-29961,-0.271592839999998,-0.2061659693717956,0.0654268706282023,mp-29961,0.08914109704545226,Stable,Stable
mp-1239078,0.708870983437499,0.3472076952457428,-0.3616632881917562,mp-1239078,1.1186284521874974,Unstable,Unstable
mp-1182145,-0.083557825,-0.2369825541973114,-0.1534247291973114,mp-1182145,0.7602134318749991,Stable,Stable
mp-1221105,3.5305635275,2.322445869445801,-1.2081176580541992,mp-1221105,4.036914452083333,Unstable,Unstable
mp-730460,-1.90699497002694,-1.9035425186157229,0.0034524514112173,mp-730460,0.0,Stable,Stable
mp-1238815,-0.130572651333333,-0.0498671308159828,0.0807055205173502,mp-1238815,0.0,Stable,Stable
mp-2285616,1.2732333076875,1.3037803173065186,0.0305470096190185,mp-2285616,1.3111829525833336,Unstable,Unstable
mp-1193904,-0.018084984333334,-0.0388588644564151,-0.0207738801230811,mp-1193904,0.25939636416666545,Stable,Stable
mp-576,-0.094896928833333,-0.0619459822773933,0.0329509465559396,mp-576,0.0,Stable,Stable
mp-733610,-1.02558712631945,-0.9913681149482728,0.0342190113711773,mp-733610,0.04285254714646314,Stable,Stable
mp-1196795,-0.321935169821428,-0.0894113853573799,0.2325237844640481,mp-1196795,1.1626027973214308,Stable,Stable
mp-1190844,0.135153168181818,-0.0321555845439434,-0.1673087527257614,mp-1190844,0.17261563272727543,Unstable,Stable
mp-1035238,-2.56917027890625,-2.582791566848755,-0.013621287942505,mp-1035238,0.2810232146875,Stable,Stable
mp-555541,-0.85594820621875,-0.8709603548049927,-0.0150121485862426,mp-555541,0.5244260495624982,Stable,Stable
mp-1204247,-1.86709038538889,-1.859301209449768,0.0077891759391219,mp-1204247,0.18542452033333223,Stable,Stable
mp-1245795,-0.379143023218392,-0.3554620146751404,0.0236810085432516,mp-1245795,0.09702760861111326,Stable,Stable
mp-1196125,-0.197414045683793,-0.2040086090564727,-0.0065945633726797,mp-1196125,0.049549512912697935,Stable,Stable
mp-1030856,-2.1214005059375,-2.127063512802124,-0.0056630068646241,mp-1030856,0.8034965740624989,Stable,Stable
mp-619775,-1.53659324136364,-1.5327695608139038,0.0038236805497362,mp-619775,0.18574837306818104,Stable,Stable
mp-1203167,-0.310445692187498,-0.0427580773830413,0.2676876148044566,mp-1203167,0.23849976339285828,Stable,Stable
mp-1206138,-0.747902783000006,-0.7493195533752441,-0.0014167703752381,mp-1206138,0.0,Stable,Stable
mp-704101,-0.728176718532214,-0.7107318639755249,0.017444854556689,mp-704101,0.5864923980827053,Stable,Stable
mp-30168,-0.149503778136793,-0.1171052828431129,0.03239849529368,mp-30168,0.055429145778300715,Stable,Stable
mp-1194642,-1.44350382828125,-1.4824321269989014,-0.0389282987176513,mp-1194642,0.09312019062499388,Stable,Stable
mp-1219267,0.25000112375,0.000114306807518,-0.249886816942482,mp-1219267,0.2798723577500013,Unstable,Unstable
mp-19828,0.329392559250003,0.0283492803573608,-0.3010432788926421,mp-19828,0.3293925592500013,Unstable,Unstable
mp-1077125,0.223119971840277,0.194202184677124,-0.0289177871631529,mp-1077125,0.2503226075347218,Unstable,Unstable
mp-1216018,-0.222607227499997,-0.3610867261886596,-0.1384794986886626,mp-1216018,0.0547766108750114,Stable,Stable
mp-556661,-3.28396804727273,-3.2075769901275635,0.0763910571451664,mp-556661,0.0,Stable,Stable
mp-1189890,1.75410970094401,2.239485502243042,0.4853758012990319,mp-1189890,1.9597207747265601,Unstable,Unstable
mp-1078473,-1.98268526958621,-1.9850622415542605,-0.0023769719680502,mp-1078473,0.030299367000004906,Stable,Stable
mp-1644899,-2.09058988714286,-2.076975107192993,0.0136147799498669,mp-1644899,0.07126768781250004,Stable,Stable
mp-1147570,0.140298966428572,0.7159531116485596,0.5756541452199876,mp-1147570,0.7341914057142827,Unstable,Unstable
mp-1194836,-2.09264136811111,-2.106728792190552,-0.0140874240794417,mp-1194836,0.17416576688888696,Stable,Stable
mp-1214225,-0.106863616874999,0.2071147561073303,0.3139783729823293,mp-1214225,0.11044621026785695,Stable,Unstable
mp-1189517,0.082261265625,0.0809899941086769,-0.001271271516323,mp-1189517,0.11587294312499985,Unstable,Unstable
mp-1104152,-0.277010309047619,-0.302165538072586,-0.025155229024967,mp-1104152,0.0,Stable,Stable
mp-1220098,-0.195776754166667,-0.1479409337043762,0.0478358204622907,mp-1220098,0.013342655624995814,Stable,Stable
mp-11180,0.231587437974138,0.2122867107391357,-0.0193007272350022,mp-11180,0.23158743797413806,Unstable,Unstable
mp-1200133,-1.584273710625,-1.5753365755081177,0.0089371351168823,mp-1200133,0.20820717945312506,Stable,Stable
mp-1390274,-1.13014245222222,-1.2129838466644287,-0.0828413944422086,mp-1390274,0.5970405283333324,Stable,Stable
mp-9956,-0.17222914625,-0.177351176738739,-0.005122030488739,mp-9956,0.0,Stable,Stable
mp-571575,-1.83040088122222,-1.804789423942566,0.0256114572796541,mp-571575,0.0,Stable,Stable
mp-568966,-0.493766424,-0.505094051361084,-0.011327627361084,mp-568966,0.0,Stable,Stable
mp-1205734,-0.454426675000002,-0.4374668300151825,0.0169598449848195,mp-1205734,0.0,Stable,Stable
mp-1008395,0.335081674999999,0.2912761569023132,-0.0438055180976857,mp-1008395,0.33508167499999963,Unstable,Unstable
mp-1033731,-2.61427211669271,-2.632490396499634,-0.0182182798069239,mp-1033731,0.32783703542968734,Stable,Stable
mp-612670,-0.503242483541666,-0.4907720386981964,0.0124704448434695,mp-612670,0.0,Stable,Stable
mp-1207473,1.1256620625,0.6879312992095947,-0.4377307632904053,mp-1207473,1.1256620625,Unstable,Unstable
mp-1188638,0.662361531825396,0.0390631780028343,-0.6232983538225617,mp-1188638,1.6241437318606717,Unstable,Unstable
mp-608317,0.595965811071427,0.7456729412078857,0.1497071301364587,mp-608317,0.5959658110714283,Unstable,Unstable
mp-1025382,-0.608535660714285,-0.6084542274475098,8.143326677523266e-05,mp-1025382,0.0,Stable,Stable
mp-4587,-0.331934660416665,-0.3196977972984314,0.0122368631182335,mp-4587,0.0,Stable,Stable
mp-1027947,0.3055586634375,0.3217458426952362,0.0161871792577362,mp-1027947,0.3426416485624997,Unstable,Unstable
mp-650510,0.167214590729165,0.284253716468811,0.117039125739646,mp-650510,0.634225219166666,Unstable,Unstable
mp-558995,-0.486602872107143,-0.6151487827301025,-0.1285459106229595,mp-558995,0.6070611339285721,Stable,Stable
mp-995218,-0.525920091363637,-0.4828536510467529,0.0430664403168841,mp-995218,0.23735426863636455,Stable,Stable
mp-1227329,-2.221535567,-2.2472403049468994,-0.0257047379468993,mp-1227329,0.0,Stable,Stable
mp-13137,-1.51062871695313,-1.485000729560852,0.025627987392278,mp-13137,0.0,Stable,Stable
mp-1207981,0.784654496562499,0.7822455167770386,-0.0024089797854603,mp-1207981,1.2188906140624987,Unstable,Unstable
mp-1224201,-0.037900219249999,-0.0391820073127746,-0.0012817880627756,mp-1224201,0.024767021625001107,Stable,Stable
mp-1246742,0.399656911304344,0.2620880603790283,-0.1375688509253156,mp-1246742,0.3996569113043478,Unstable,Unstable
mp-31271,-1.72414109175,-1.63049054145813,0.09365055029187,mp-31271,0.05710860875000012,Stable,Stable
mp-1210138,-2.52335710838793,-2.5446510314941406,-0.0212939231062105,mp-1210138,0.0,Stable,Stable
mp-1033060,-2.3575649065625,-2.350457668304444,0.0071072382580568,mp-1033060,0.564296933984374,Stable,Stable
mp-1182792,-1.1507623720875,-0.9883614182472228,0.162400953840277,mp-1182792,0.4218597240624984,Stable,Stable
mp-1192077,0.414578843333333,0.2064355611801147,-0.2081432821532182,mp-1192077,0.4781725477777785,Unstable,Unstable
mp-1078133,-0.079997721428568,-0.0846028327941894,-0.0046051113656214,mp-1078133,0.0968173185714285,Stable,Stable
mp-1245412,0.174599494999998,0.2553938031196594,0.0807943081196614,mp-1245412,0.3909723341666673,Unstable,Unstable
mp-560460,-0.019256932738096,-0.0984606891870498,-0.0792037564489538,mp-560460,0.7387673608333332,Stable,Stable
mp-1194387,-0.005904283877555,-0.0498113632202148,-0.0439070793426598,mp-1194387,0.06632543642856703,Stable,Stable
mp-1071565,3.49495581833333,3.463176012039185,-0.0317798062941454,mp-1071565,3.6329858516666667,Unstable,Unstable
mp-1102227,-1.75191177333333,-1.7477524280548096,0.0041593452785204,mp-1102227,0.0168115783333338,Stable,Stable
mp-669448,0.211358776363634,0.4995560646057129,0.2881972882420789,mp-669448,0.5654234222727252,Unstable,Unstable
mp-1190105,-0.406293224828947,-0.1748958826065063,0.2313973422224406,mp-1190105,0.2681624418713424,Stable,Stable
mp-1189974,-0.927098087916666,-0.9741316437721252,-0.0470335558554592,mp-1189974,0.0,Stable,Stable
mp-1214257,-0.034710935555555,0.015015996992588,0.049726932548143,mp-1214257,0.13356275762896797,Stable,Unstable
