file_name,pred_eform,true_eform,material_id,e_hull,true_label,pred_label
mp-5547.cif,-3.064725875854492,-3.0149078369140625,mp-5547,0.0003983200000066134,Stable,Stable
mp-569787.cif,-0.1305234432220459,-0.1035334542393684,mp-569787,0.0,Stable,Stable
mp-722262.cif,-2.5499684810638428,-2.495121717453003,mp-722262,0.0,Stable,Stable
mp-1103082.cif,-0.2771147787570953,-0.2734564840793609,mp-1103082,0.0309605641666586,Stable,Stable
mp-777272.cif,-2.4720876216888428,-2.4432101249694824,mp-777272,0.06324272838888945,Stable,Stable
mp-780665.cif,-2.4320406913757324,-2.3965094089508057,mp-780665,0.09148726160156961,Stable,Stable
mp-1189409.cif,-0.6819467544555664,-0.6099256873130798,mp-1189409,0.14231309246527601,Stable,Stable
mp-622018.cif,-1.7977834939956665,-1.8199803829193115,mp-622018,0.0,Stable,Stable
mp-1226531.cif,-0.7204681038856506,-0.7220633625984192,mp-1226531,0.08390062499999296,Stable,Stable
mp-1212487.cif,-3.530162811279297,-3.5095951557159424,mp-1212487,0.01294439160867178,Stable,Stable
mp-1202491.cif,-1.115071177482605,-1.0238128900527954,mp-1202491,0.5689560303571408,Stable,Stable
mp-1192801.cif,-1.0727976560592651,-0.9808180332183838,mp-1192801,0.7038134528846172,Stable,Stable
mp-1236349.cif,-2.6477210521698,-2.4838435649871826,mp-1236349,0.22986412641427556,Stable,Stable
mp-8874.cif,-3.065230131149292,-2.972327470779419,mp-8874,0.005259894880951244,Stable,Stable
mp-1226273.cif,-0.2376122176647186,-0.2455058395862579,mp-1226273,0.10674990729167,Stable,Stable
mp-781865.cif,-1.1275469064712524,-1.1110609769821167,mp-781865,0.036000220076922496,Stable,Stable
mp-779303.cif,-2.518213987350464,-2.4844439029693604,mp-779303,0.027800654734043917,Stable,Stable
mp-772223.cif,-2.3106391429901123,-2.310522556304932,mp-772223,0.027317408124996945,Stable,Stable
mp-802705.cif,-2.208382129669189,-2.010965347290039,mp-802705,0.32254502454226675,Stable,Stable
mp-849622.cif,-2.2366530895233154,-2.2318265438079834,mp-849622,0.0761021971428626,Stable,Stable
mp-8631.cif,-0.5599242448806763,-0.5565931797027588,mp-8631,0.0,Stable,Stable
mp-1078935.cif,0.1838052570819854,0.1949745565652847,mp-1078935,0.21537653127604095,Unstable,Unstable
mp-770280.cif,-2.515580892562866,-2.489797353744507,mp-770280,0.008981870789476432,Stable,Stable
mp-8891.cif,-3.062380075454712,-2.9816019535064697,mp-8891,0.0,Stable,Stable
mp-1105426.cif,-0.3557658791542053,-0.3776440620422363,mp-1105426,0.03767828999999967,Stable,Stable
