(base) root@fd3643bcbac3:~/my_codes/cgcnn_new# python predict_finetune_CGCNN_N.py pre-trained/formation-energy-per-atom.pth data/N_materials
Loading dataset (Nitrogen materials)...
Total materials found: 8459
Loading pretrained model...
Pretrained model loaded successfully.

Starting Fine-Tuning Nitrogen materials...

Epoch [1/50] Loss: 0.319954
Epoch [2/50] Loss: 0.153346
Epoch [3/50] Loss: 0.128398
Epoch [4/50] Loss: 0.114578
Epoch [5/50] Loss: 0.093461
Epoch [6/50] Loss: 0.086352
Epoch [7/50] Loss: 0.075758
Epoch [8/50] Loss: 0.074734
Epoch [9/50] Loss: 0.069374
Epoch [10/50] Loss: 0.063883
Epoch [11/50] Loss: 0.058246
Epoch [12/50] Loss: 0.055271
Epoch [13/50] Loss: 0.053492
Epoch [14/50] Loss: 0.053766
Epoch [15/50] Loss: 0.050712
Epoch [16/50] Loss: 0.050507
Epoch [17/50] Loss: 0.047424
Epoch [18/50] Loss: 0.046099
Epoch [19/50] Loss: 0.043802
Epoch [20/50] Loss: 0.043488
Epoch [21/50] Loss: 0.041950
Epoch [22/50] Loss: 0.041116
Epoch [23/50] Loss: 0.039365
Epoch [24/50] Loss: 0.038102
Epoch [25/50] Loss: 0.036301
Epoch [26/50] Loss: 0.036682
Epoch [27/50] Loss: 0.036541
Epoch [28/50] Loss: 0.035472
Epoch [29/50] Loss: 0.033933
Epoch [30/50] Loss: 0.033476
Epoch [31/50] Loss: 0.033561
Epoch [32/50] Loss: 0.033152
Epoch [33/50] Loss: 0.030973
Epoch [34/50] Loss: 0.031657
Epoch [35/50] Loss: 0.030362
Epoch [36/50] Loss: 0.030683
Epoch [37/50] Loss: 0.028908
Epoch [38/50] Loss: 0.026744
Epoch [39/50] Loss: 0.026850
Epoch [40/50] Loss: 0.027485
Epoch [41/50] Loss: 0.023836
Epoch [42/50] Loss: 0.024591
Epoch [43/50] Loss: 0.024597
Epoch [44/50] Loss: 0.025010
Epoch [45/50] Loss: 0.024761
Epoch [46/50] Loss: 0.024212
Epoch [47/50] Loss: 0.023249
Epoch [48/50] Loss: 0.023330
Epoch [49/50] Loss: 0.022940
Epoch [50/50] Loss: 0.022351

Evaluating on 20% TEST set (Nitrogen materials)...

======================================
FINAL TEST RESULTS (Nitrogen MATERIALS)
======================================
MAE : 0.117305 eV/atom
MSE : 0.038601 (eV/atom)^2
======================================

Material-wise Predictions:

mp-1181058           | Ground Truth: 1.164125 | Predicted: 1.186401
mp-1216011           | Ground Truth: -0.198754 | Predicted: -0.188788
mp-989627            | Ground Truth: -0.584453 | Predicted: -0.568460
mp-1247468           | Ground Truth: -0.580651 | Predicted: -0.556081
mp-1017577           | Ground Truth: -1.098518 | Predicted: -1.027221
mp-610992            | Ground Truth: 0.068890 | Predicted: 0.147179
mp-557537            | Ground Truth: -0.751093 | Predicted: -0.705528
mp-1246963           | Ground Truth: -0.975375 | Predicted: -1.077543
mp-28202             | Ground Truth: -1.376361 | Predicted: -1.434765
mp-1247510           | Ground Truth: 0.338537 | Predicted: 0.297136
mp-739866            | Ground Truth: 1.520120 | Predicted: 1.402761
mp-1200969           | Ground Truth: -2.025613 | Predicted: -1.997907
mp-1194181           | Ground Truth: -0.822825 | Predicted: -0.912981
mp-1190987           | Ground Truth: -0.228983 | Predicted: -0.179434
mp-1237814           | Ground Truth: -0.981801 | Predicted: -0.990639
mp-1246960           | Ground Truth: -1.159892 | Predicted: -1.208891
mp-680180            | Ground Truth: -0.283975 | Predicted: -0.231401
mp-760007            | Ground Truth: -3.106227 | Predicted: -3.103768
mp-643432            | Ground Truth: -0.345092 | Predicted: -0.245634
mp-1218874           | Ground Truth: -0.735519 | Predicted: -0.708787
mp-1205168           | Ground Truth: -1.115309 | Predicted: -1.111961
mp-731726            | Ground Truth: 0.328581 | Predicted: 0.345691
mp-989641            | Ground Truth: -0.587465 | Predicted: -0.420804
mp-1014379           | Ground Truth: -0.534278 | Predicted: -0.612138
mp-1247493           | Ground Truth: -0.251660 | Predicted: -0.180426
mp-1210403           | Ground Truth: -1.301554 | Predicted: -1.544282
mp-1233552           | Ground Truth: -0.807939 | Predicted: -0.668499
mp-1181831           | Ground Truth: -0.716700 | Predicted: -0.409802
mp-1226927           | Ground Truth: -1.127657 | Predicted: -1.147895
mp-1104571           | Ground Truth: -1.097209 | Predicted: -1.000200
mp-1247506           | Ground Truth: 0.071188 | Predicted: 0.050079
mp-1245846           | Ground Truth: -0.620180 | Predicted: -0.719312
mp-1219906           | Ground Truth: 1.240060 | Predicted: 1.260319
mp-1192120           | Ground Truth: -0.673266 | Predicted: -0.678069
mp-1245920           | Ground Truth: -0.006799 | Predicted: 0.074762
mp-1246728           | Ground Truth: -0.073630 | Predicted: 0.172129
mp-569078            | Ground Truth: -0.245513 | Predicted: -0.128449
mp-1190169           | Ground Truth: 0.116209 | Predicted: 0.132116
mp-1196610           | Ground Truth: 0.710246 | Predicted: 0.549870
mp-1078956           | Ground Truth: 2.287606 | Predicted: 2.310919
mp-20374             | Ground Truth: -2.497833 | Predicted: -2.471931
mp-1223372           | Ground Truth: -1.295902 | Predicted: -1.141166
mp-1246017           | Ground Truth: -0.376365 | Predicted: -0.335807
mp-623837            | Ground Truth: 0.510918 | Predicted: 0.379765
