(base) root@fd3643bcbac3:~/my_codes/cgcnn_new# python predict_boron_finetune.py pre-trained/formation-energy-per-atom.pth data/B_materials
Loading dataset...
Filtering Boron-containing materials...
Total Boron materials found: 5456
Loading pretrained model...
Pretrained model loaded successfully.

Starting Fine-Tuning...
Epoch [1/50] Loss: 0.051129
Epoch [2/50] Loss: 0.031993
Epoch [3/50] Loss: 0.030399
Epoch [4/50] Loss: 0.025112
Epoch [5/50] Loss: 0.020533
Epoch [6/50] Loss: 0.020682
Epoch [7/50] Loss: 0.019389
Epoch [8/50] Loss: 0.019571
Epoch [9/50] Loss: 0.017384
Epoch [10/50] Loss: 0.016223
Epoch [11/50] Loss: 0.017351
Epoch [12/50] Loss: 0.015117
Epoch [13/50] Loss: 0.015077
Epoch [14/50] Loss: 0.014809
Epoch [15/50] Loss: 0.013169
Epoch [16/50] Loss: 0.013438
Epoch [17/50] Loss: 0.013292
Epoch [18/50] Loss: 0.012310
Epoch [19/50] Loss: 0.013078
Epoch [20/50] Loss: 0.013627
Epoch [21/50] Loss: 0.011050
Epoch [22/50] Loss: 0.011803
Epoch [23/50] Loss: 0.011780
Epoch [24/50] Loss: 0.010362
Epoch [25/50] Loss: 0.009787
Epoch [26/50] Loss: 0.011284
Epoch [27/50] Loss: 0.012233
Epoch [28/50] Loss: 0.011813
Epoch [29/50] Loss: 0.009489
Epoch [30/50] Loss: 0.009287
Epoch [31/50] Loss: 0.008689
Epoch [32/50] Loss: 0.008678
Epoch [33/50] Loss: 0.008464
Epoch [34/50] Loss: 0.008427
Epoch [35/50] Loss: 0.007876
Epoch [36/50] Loss: 0.007629
Epoch [37/50] Loss: 0.008517
Epoch [38/50] Loss: 0.008131
Epoch [39/50] Loss: 0.007479
Epoch [40/50] Loss: 0.007569
Epoch [41/50] Loss: 0.008409
Epoch [42/50] Loss: 0.009585
Epoch [43/50] Loss: 0.008550
Epoch [44/50] Loss: 0.008010
Epoch [45/50] Loss: 0.007590
Epoch [46/50] Loss: 0.007740
Epoch [47/50] Loss: 0.008792
Epoch [48/50] Loss: 0.007073
Epoch [49/50] Loss: 0.007181
Epoch [50/50] Loss: 0.007357

Evaluating on 20% Boron test set...

======================================
FINAL TEST RESULTS (BORON ONLY)
======================================
MAE : 0.068418 eV/atom
MSE : 0.014068 (eV/atom)^2
======================================

Material-wise Predictions:

mp-1220643           | Ground Truth: -0.080048 | Predicted: -0.060059
mp-850950            | Ground Truth: -2.390036 | Predicted: -2.364332
mp-1204932           | Ground Truth: -1.338081 | Predicted: -1.332640
mp-756186            | Ground Truth: -2.426466 | Predicted: -2.321360
mp-706631            | Ground Truth: -2.529861 | Predicted: -2.446215
mp-504627            | Ground Truth: -0.501022 | Predicted: -0.538870
mp-560899            | Ground Truth: -2.270877 | Predicted: -2.203227
mp-1173486           | Ground Truth: -3.451782 | Predicted: -3.343086
mp-754325            | Ground Truth: -2.301292 | Predicted: -2.282357
mp-567719            | Ground Truth: -0.390203 | Predicted: -0.425789
mp-761857            | Ground Truth: -2.800930 | Predicted: -2.810144
mp-1034284           | Ground Truth: -2.612829 | Predicted: -2.615244
mp-558805            | Ground Truth: -2.799581 | Predicted: -2.755096
mp-559364            | Ground Truth: -2.643128 | Predicted: -2.532271
mp-849568            | Ground Truth: -2.474012 | Predicted: -2.425005
mp-770654            | Ground Truth: -2.301497 | Predicted: -2.284060
mp-726274            | Ground Truth: -1.750632 | Predicted: -1.923096
mp-1196351           | Ground Truth: -2.003198 | Predicted: -2.025939
mp-773205            | Ground Truth: -2.496439 | Predicted: -2.452115
mp-1033729           | Ground Truth: -2.703068 | Predicted: -2.679857
mp-1027782           | Ground Truth: 0.269615 | Predicted: 0.265602
mp-1209806           | Ground Truth: -0.108371 | Predicted: -0.139987
mp-1238800           | Ground Truth: -0.150913 | Predicted: -0.362705
mp-1225723           | Ground Truth: -0.651591 | Predicted: -0.655636
mp-979948            | Ground Truth: -0.556876 | Predicted: -0.550335
mp-1204785           | Ground Truth: -2.606310 | Predicted: -2.545072
mp-1191941           | Ground Truth: -0.602181 | Predicted: -0.613833
mp-973540            | Ground Truth: -0.552443 | Predicted: -0.554711
mp-23742             | Ground Truth: -2.126573 | Predicted: -2.123979
mp-779068            | Ground Truth: -2.532248 | Predicted: -2.414465
mp-775322            | Ground Truth: -2.280556 | Predicted: -2.257990
mp-1205377           | Ground Truth: 0.485614 | Predicted: 0.229871
mp-13765             | Ground Truth: -0.366837 | Predicted: -0.386276
mp-1193589           | Ground Truth: -0.201994 | Predicted: -0.257964
mp-1194333           | Ground Truth: -1.192939 | Predicted: -1.149782
mp-555489            | Ground Truth: -3.566174 | Predicted: -3.577842
mp-30091             | Ground Truth: -0.440278 | Predicted: -0.304685
mp-761234            | Ground Truth: -2.249872 | Predicted: -2.232004
